project,sprint.name,issues,velocity,work_capacity,sprint.startDate,sprint.endDate,storypoints,sprint_length,focus_factor,fields.assignee.name,old_devs,old_devs_abs,new_devs_abs,turnover_abs,current_devs_abs,turnover,new_devs,sprint.nbr,TSI,TSI_inv,individual_velocity,sprint.key
mesos,Twitter Mesos Q2 Sprint 6,25,116.0,120.0,2015-06-22 18:27:42.208000+00:00,2015-07-06 18:00:00+00:00,1481.0,13.0,0.9666666666666667,"['vinodkone' 'pbrett' nan 'bmahler' 'jieyu' 'anandmazumdar' 'chzhcn'
 'idownes' 'wangcong']","['bmahler' 'jieyu' 'pbrett' 'xujyan' nan 'gyliu' 'chzhcn' 'idownes'
 'vinodkone']",9.0,2.0,2.0,9,0.2222222222222222,0.2222222222222222,36.0,1.8,0.5555555555555556,12.88888888888889,mesos_Twitter Mesos Q2 Sprint 6
mesos,Mesosphere Sprint 14,15,88.0,5592.0,2015-07-06 17:00:31.598000+00:00,2015-07-20 17:00:00+00:00,172.0,13.0,0.015736766809728183,"['karya' nan 'tnachen' 'jvanremoortere' 'mcypark' 'kaysoky' 'jojy'
 'hartem' 'chenlily' 'balamark']","['haosdent@gmail.com' 'jvanremoortere' 'kaysoky' 'marco-mesos' 'jojy'
 'karya' 'hartem' 'ijimenez' 'adam-mesos' 'tillt']",10.0,5.0,5.0,10,0.5,0.5,37.0,3.0,0.3333333333333333,8.8,mesos_Mesosphere Sprint 14
mesos,Twitter Mesos Q3 Sprint 1,18,27.0,27.0,2015-07-06 18:52:38.980000+00:00,2015-07-20 18:00:00+00:00,1497.0,13.0,1.0,"['vinodkone' 'bmahler' 'pbrett' nan 'anandmazumdar' 'idownes' 'jieyu'
 'wangcong' 'neilc']","['vinodkone' 'pbrett' nan 'bmahler' 'jieyu' 'anandmazumdar' 'chzhcn'
 'idownes' 'wangcong']",9.0,1.0,1.0,9,0.1111111111111111,0.1111111111111111,38.0,1.4,0.7142857142857143,3.0,mesos_Twitter Mesos Q3 Sprint 1
mesos,Mesosphere Sprint 15,52,184.0,1625.0,2015-07-20 20:00:46.527000+00:00,2015-08-03 17:00:00+00:00,1435.0,13.0,0.11323076923076923,"['nfnt' 'js84' 'jojy' 'marco-mesos' 'mcypark' 'karya' 'jvanremoortere'
 'hausdorff' 'kaysoky' 'tnachen' 'alexr' 'nnielsen' 'hartem' 'arojas'
 'greggomann' 'ijimenez' 'anandmazumdar']","['karya' nan 'tnachen' 'jvanremoortere' 'mcypark' 'kaysoky' 'jojy'
 'hartem' 'chenlily' 'balamark']",10.0,10.0,3.0,17,0.2222222222222222,0.7407407407407407,39.0,3.6,0.2777777777777778,10.823529411764707,mesos_Mesosphere Sprint 15
mesos,Twitter Mesos Q3 Sprint 2,18,48.0,48.0,2015-07-21 19:09:41.818000+00:00,2015-08-03 18:00:00+00:00,779.0,12.0,1.0,['vinodkone' 'jieyu' 'bmahler' 'gyliu' nan 'pbrett' 'idownes'],"['vinodkone' 'bmahler' 'pbrett' nan 'anandmazumdar' 'idownes' 'jieyu'
 'wangcong' 'neilc']",9.0,1.0,3.0,7,0.375,0.125,40.0,1.8,0.5555555555555556,6.857142857142857,mesos_Twitter Mesos Q3 Sprint 2
mesos,Twitter Mesos Q3 Sprint 3,21,23.0,352.0,2015-08-03 18:22:05.146000+00:00,2015-08-17 18:00:00+00:00,834.0,13.0,0.06534090909090909,['jieyu' 'vinodkone' 'bmahler' 'pbrett' 'xujyan' 'wangcong'],['vinodkone' 'jieyu' 'bmahler' 'gyliu' nan 'pbrett' 'idownes'],7.0,2.0,3.0,6,0.46153846153846156,0.3076923076923077,41.0,2.0,0.5,3.8333333333333335,mesos_Twitter Mesos Q3 Sprint 3
mesos,Mesosphere Sprint 16,56,70.0,113.0,2015-08-03 20:00:40.299000+00:00,2015-08-17 19:00:00+00:00,1870.0,13.0,0.6194690265486725,"['greggomann' 'marco-mesos' 'tnachen' 'qiujian' 'jojy' 'karya' nan
 'bernd-mesos' 'jvanremoortere' 'mcypark' 'js84' 'hartem' 'alexr'
 'kaysoky' 'nnielsen' 'arojas' 'ijimenez' 'anandmazumdar' 'neilc']","['nfnt' 'js84' 'jojy' 'marco-mesos' 'mcypark' 'karya' 'jvanremoortere'
 'hausdorff' 'kaysoky' 'tnachen' 'alexr' 'nnielsen' 'hartem' 'arojas'
 'greggomann' 'ijimenez' 'anandmazumdar']",17.0,4.0,2.0,19,0.1111111111111111,0.2222222222222222,42.0,2.2,0.45454545454545453,3.6842105263157894,mesos_Mesosphere Sprint 16
mesos,Mesosphere Sprint 17,43,170.0,617.0,2015-08-17 19:00:48.853000+00:00,2015-08-31 19:00:00+00:00,1957.0,13.0,0.2755267423014587,"['jojy' 'bernd-mesos' 'hartem' 'alexr' 'greggomann' 'kaysoky'
 'marco-mesos' 'jvanremoortere' 'js84' 'tnachen' 'gyliu' 'arojas'
 'anandmazumdar' 'mcypark']","['greggomann' 'marco-mesos' 'tnachen' 'qiujian' 'jojy' 'karya' nan
 'bernd-mesos' 'jvanremoortere' 'mcypark' 'js84' 'hartem' 'alexr'
 'kaysoky' 'nnielsen' 'arojas' 'ijimenez' 'anandmazumdar' 'neilc']",19.0,1.0,6.0,14,0.36363636363636365,0.06060606060606061,43.0,2.4,0.4166666666666667,12.142857142857142,mesos_Mesosphere Sprint 17
mesos,Twitter Mesos Q3 Sprint 4,7,80.0,477.0,2015-08-31 19:01:27.669000+00:00,2015-09-14 18:00:00+00:00,497.0,13.0,0.16771488469601678,['wangcong' 'bmahler' nan 'pbrett' 'xujyan' 'vinodkone'],['jieyu' 'vinodkone' 'bmahler' 'pbrett' 'xujyan' 'wangcong'],6.0,1.0,1.0,6,0.16666666666666666,0.16666666666666666,44.0,1.4,0.7142857142857143,13.333333333333334,mesos_Twitter Mesos Q3 Sprint 4
mesos,Mesosphere Sprint 18,36,51.0,51.0,2015-08-31 20:44:12.732000+00:00,2015-09-14 20:44:00+00:00,1821.0,13.0,1.0,"['ijimenez' 'kaysoky' 'jvanremoortere' 'hartem' 'alexr' 'anandmazumdar'
 'greggomann' 'jojy' 'js84' 'tnachen' 'arojas' 'mcypark']","['jojy' 'bernd-mesos' 'hartem' 'alexr' 'greggomann' 'kaysoky'
 'marco-mesos' 'jvanremoortere' 'js84' 'tnachen' 'gyliu' 'arojas'
 'anandmazumdar' 'mcypark']",14.0,1.0,3.0,12,0.23076923076923078,0.07692307692307693,45.0,1.8,0.5555555555555556,4.25,mesos_Mesosphere Sprint 18
mesos,Twitter Mesos Q3 Sprint 5,16,97.0,1538.0,2015-09-14 18:53:24.999000+00:00,2015-09-28 18:00:00+00:00,423.0,13.0,0.06306892067620286,['pbrett' 'jieyu' 'xujyan' 'bmahler' 'vinodkone' 'wangcong'],['wangcong' 'bmahler' nan 'pbrett' 'xujyan' 'vinodkone'],6.0,1.0,1.0,6,0.16666666666666666,0.16666666666666666,46.0,1.4,0.7142857142857143,16.166666666666668,mesos_Twitter Mesos Q3 Sprint 5
mesos,Mesosphere Sprint 19,36,257.0,257.0,2015-09-14 20:54:43.541000+00:00,2015-09-28 20:54:00+00:00,1658.0,13.0,1.0,"['anandmazumdar' 'jvanremoortere' 'hartem' 'jojy' 'kaysoky' 'ijimenez'
 'marco-mesos' 'tnachen' 'alexr' 'js84' 'greggomann' nan 'arojas']","['ijimenez' 'kaysoky' 'jvanremoortere' 'hartem' 'alexr' 'anandmazumdar'
 'greggomann' 'jojy' 'js84' 'tnachen' 'arojas' 'mcypark']",12.0,2.0,1.0,13,0.08,0.16,47.0,1.6,0.625,19.76923076923077,mesos_Mesosphere Sprint 19
mesos,Twitter Mesos Q3 Sprint 6,9,8.0,2334.0,2015-09-28 18:38:27.039000+00:00,2015-10-12 18:00:00+00:00,405.0,13.0,0.003427592116538132,['vinodkone' 'jieyu' 'chzhcn' 'wangcong' 'bmahler'],['pbrett' 'jieyu' 'xujyan' 'bmahler' 'vinodkone' 'wangcong'],6.0,1.0,2.0,5,0.36363636363636365,0.18181818181818182,48.0,1.6,0.625,1.6,mesos_Twitter Mesos Q3 Sprint 6
mesos,Mesosphere Sprint 20,31,92.0,92.0,2015-09-28 20:37:50.548000+00:00,2015-10-12 20:37:00+00:00,1397.0,13.0,1.0,"['karya' 'anandmazumdar' 'jojy' 'ijimenez' 'marco-mesos' 'jvanremoortere'
 'greggomann' 'hartem' 'tnachen' 'neilc' 'haosdent@gmail.com' 'js84'
 'gilbert' 'alexr' 'arojas']","['anandmazumdar' 'jvanremoortere' 'hartem' 'jojy' 'kaysoky' 'ijimenez'
 'marco-mesos' 'tnachen' 'alexr' 'js84' 'greggomann' nan 'arojas']",13.0,4.0,2.0,15,0.14285714285714285,0.2857142857142857,49.0,2.2,0.45454545454545453,6.133333333333334,mesos_Mesosphere Sprint 20
mesos,Mesosphere Sprint 21,52,158.0,650.0,2015-10-12 20:46:09.814000+00:00,2015-10-26 19:00:00+00:00,1740.0,13.0,0.24307692307692308,"['alexr' 'kaysoky' 'tnachen' 'neilc' 'hartem' 'bbannier' 'jojy' 'gilbert'
 'bernd-mesos' nan 'nfnt' 'arojas' 'greggomann' 'mcypark' 'ijimenez'
 'jvanremoortere' 'anandmazumdar' 'js84' 'tillt' 'karya']","['karya' 'anandmazumdar' 'jojy' 'ijimenez' 'marco-mesos' 'jvanremoortere'
 'greggomann' 'hartem' 'tnachen' 'neilc' 'haosdent@gmail.com' 'js84'
 'gilbert' 'alexr' 'arojas']",15.0,7.0,2.0,20,0.11428571428571428,0.4,50.0,2.8,0.35714285714285715,7.9,mesos_Mesosphere Sprint 21
mesos,Mesosphere Sprint 22,43,49.0,1251.0,2015-11-09 21:00:42.544000+00:00,2015-11-23 21:00:00+00:00,1646.0,13.0,0.03916866506794564,"['alexr' 'js84' 'jojy' 'nfnt' 'kaysoky' 'hartem' 'bbannier' 'tillt'
 'gilbert' 'arojas' 'anandmazumdar' 'greggomann' nan 'haosdent@gmail.com']","['alexr' 'kaysoky' 'tnachen' 'neilc' 'hartem' 'bbannier' 'jojy' 'gilbert'
 'bernd-mesos' nan 'nfnt' 'arojas' 'greggomann' 'mcypark' 'ijimenez'
 'jvanremoortere' 'anandmazumdar' 'js84' 'tillt' 'karya']",20.0,1.0,7.0,14,0.4117647058823529,0.058823529411764705,51.0,2.6,0.3846153846153846,3.5,mesos_Mesosphere Sprint 22
mesos,Mesosphere Sprint 23,48,70.0,449.0,2015-11-23 22:08:22.867000+00:00,2015-12-07 22:08:00+00:00,1024.0,13.0,0.155902004454343,"['arojas' 'gilbert' 'anandmazumdar' 'jojy' 'alexr' 'js84' 'nfnt'
 'greggomann' nan 'kaysoky' 'haosdent@gmail.com' 'neilc' 'bbannier'
 'tillt']","['alexr' 'js84' 'jojy' 'nfnt' 'kaysoky' 'hartem' 'bbannier' 'tillt'
 'gilbert' 'arojas' 'anandmazumdar' 'greggomann' nan 'haosdent@gmail.com']",14.0,1.0,1.0,14,0.07142857142857142,0.07142857142857142,52.0,1.4,0.7142857142857143,5.0,mesos_Mesosphere Sprint 23
mesos,Mesosphere Sprint 24,49,124.0,414.0,2015-12-07 21:28:10.710000+00:00,2015-12-21 21:28:00+00:00,980.0,13.0,0.2995169082125604,"[nan 'jojy' 'hausdorff' 'gilbert' 'klueska' 'greggomann' 'anandmazumdar'
 'gradywang' 'kaysoky' 'neilc' 'bmahler' 'nfnt' 'hartem' 'alexr' 'arojas'
 'jieyu' 'tillt' 'mchadha' 'wangcong' 'mcypark' 'vaibhavkhanduja'
 'haosdent@gmail.com' 'zhitao']","['arojas' 'gilbert' 'anandmazumdar' 'jojy' 'alexr' 'js84' 'nfnt'
 'greggomann' nan 'kaysoky' 'haosdent@gmail.com' 'neilc' 'bbannier'
 'tillt']",14.0,11.0,2.0,23,0.10810810810810811,0.5945945945945946,53.0,3.6,0.2777777777777778,5.391304347826087,mesos_Mesosphere Sprint 24
mesos,Mesosphere Sprint 25,26,20.0,846.0,2015-12-21 22:33:10.791000+00:00,2016-01-04 22:33:00+00:00,732.0,13.0,0.02364066193853428,"[nan 'jieyu' 'tnachen' 'gilbert' 'hartem' 'anandmazumdar' 'alexr'
 'gradywang' 'kaysoky' 'jojy' 'jamespeach' 'js84' 'mcypark'
 'haosdent@gmail.com' 'neilc' 'zhitao']","[nan 'jojy' 'hausdorff' 'gilbert' 'klueska' 'greggomann' 'anandmazumdar'
 'gradywang' 'kaysoky' 'neilc' 'bmahler' 'nfnt' 'hartem' 'alexr' 'arojas'
 'jieyu' 'tillt' 'mchadha' 'wangcong' 'mcypark' 'vaibhavkhanduja'
 'haosdent@gmail.com' 'zhitao']",23.0,3.0,10.0,16,0.5128205128205128,0.15384615384615385,54.0,3.6,0.2777777777777778,1.25,mesos_Mesosphere Sprint 25
mesos,Mesosphere Sprint 26,57,169.0,678.0,2016-01-04 23:06:24.335000+00:00,2016-01-18 23:06:00+00:00,1118.0,13.0,0.24926253687315633,"['mcypark' 'hausdorff' 'gilbert' 'greggomann' 'neilc' 'js84' 'jojy'
 'anandmazumdar' 'bernd-mesos' 'kaysoky' 'jieyu' 'tnachen' 'bbannier'
 'hartem' 'avinash@mesosphere.io' 'gradywang' 'alexr' 'klaus1982' 'arojas'
 'klueska' 'haosdent@gmail.com' 'nfnt' 'zhitao']","[nan 'jieyu' 'tnachen' 'gilbert' 'hartem' 'anandmazumdar' 'alexr'
 'gradywang' 'kaysoky' 'jojy' 'jamespeach' 'js84' 'mcypark'
 'haosdent@gmail.com' 'neilc' 'zhitao']",16.0,9.0,2.0,23,0.10256410256410256,0.46153846153846156,55.0,3.2,0.3125,7.3478260869565215,mesos_Mesosphere Sprint 26
mesos,Mesosphere Sprint 27,93,180.0,3400.0,2016-01-21 07:55:27.007000+00:00,2016-02-04 07:55:00+00:00,1385.0,13.0,0.052941176470588235,"['mcypark' 'jojy' 'karya' 'neilc' 'avinash@mesosphere.io' 'jieyu'
 'kaysoky' 'vinodkone' 'tillt' 'jvanremoortere' 'gilbert' 'hausdorff'
 'anandmazumdar' 'alexr' 'gyliu' 'greggomann' 'anindya.sinha' 'nfnt'
 'bbannier' 'qianzhang' 'bernd-mesos' 'js84' 'tnachen' 'hartem'
 'gradywang' 'arojas' 'mchadha' nan 'klueska']","['mcypark' 'hausdorff' 'gilbert' 'greggomann' 'neilc' 'js84' 'jojy'
 'anandmazumdar' 'bernd-mesos' 'kaysoky' 'jieyu' 'tnachen' 'bbannier'
 'hartem' 'avinash@mesosphere.io' 'gradywang' 'alexr' 'klaus1982' 'arojas'
 'klueska' 'haosdent@gmail.com' 'nfnt' 'zhitao']",23.0,9.0,3.0,29,0.11538461538461539,0.34615384615384615,56.0,3.4,0.29411764705882354,6.206896551724138,mesos_Mesosphere Sprint 27
mesos,Mesosphere Sprint 28,70,116.0,373.0,2016-02-01 20:19:53.168000+00:00,2016-02-15 20:19:00+00:00,1530.0,13.0,0.3109919571045576,"['jvanremoortere' 'avinash@mesosphere.io' 'kaysoky' 'karya'
 'anandmazumdar' 'jojy' 'neilc' 'mcypark' 'greggomann' 'gilbert' 'alexr'
 'jieyu' 'anindya.sinha' 'nfnt' 'bbannier' 'qianzhang' 'tnachen' 'js84'
 'gradywang' 'vinodkone' 'arojas' 'mchadha' nan 'klueska']","['mcypark' 'jojy' 'karya' 'neilc' 'avinash@mesosphere.io' 'jieyu'
 'kaysoky' 'vinodkone' 'tillt' 'jvanremoortere' 'gilbert' 'hausdorff'
 'anandmazumdar' 'alexr' 'gyliu' 'greggomann' 'anindya.sinha' 'nfnt'
 'bbannier' 'qianzhang' 'bernd-mesos' 'js84' 'tnachen' 'hartem'
 'gradywang' 'arojas' 'mchadha' nan 'klueska']",29.0,0.0,5.0,24,0.18867924528301888,0.0,57.0,2.0,0.5,4.833333333333333,mesos_Mesosphere Sprint 28
mesos,Mesosphere Sprint 29,54,126.0,1607.0,2016-02-16 23:11:50.751000+00:00,2016-03-01 23:11:00+00:00,1576.0,13.0,0.07840696950840075,"['bbannier' 'kaysoky' 'jieyu' 'mcypark' 'jojy' 'neilc' 'karya' 'vinodkone'
 'anandmazumdar' 'gilbert' 'avinash@mesosphere.io' 'greggomann' 'gyliu'
 'gradywang' 'arojas' 'tnachen' 'lins05' 'alexr']","['jvanremoortere' 'avinash@mesosphere.io' 'kaysoky' 'karya'
 'anandmazumdar' 'jojy' 'neilc' 'mcypark' 'greggomann' 'gilbert' 'alexr'
 'jieyu' 'anindya.sinha' 'nfnt' 'bbannier' 'qianzhang' 'tnachen' 'js84'
 'gradywang' 'vinodkone' 'arojas' 'mchadha' nan 'klueska']",24.0,2.0,8.0,18,0.38095238095238093,0.09523809523809523,58.0,3.0,0.3333333333333333,7.0,mesos_Mesosphere Sprint 29
mesos,Mesosphere Sprint 30,60,83.0,1017.0,2016-03-01 17:40:49.400000+00:00,2016-03-15 17:40:00+00:00,1561.0,13.0,0.08161258603736479,"['klueska' 'karya' 'gilbert' 'anandmazumdar' 'greggomann' 'js84' 'arojas'
 'hausdorff' 'jojy' 'neilc' 'jieyu' 'kaysoky' 'avinash@mesosphere.io'
 'nfnt' 'qianzhang' 'darroyo' 'bbannier' 'vinodkone' 'gyliu' 'gradywang'
 'alexr']","['bbannier' 'kaysoky' 'jieyu' 'mcypark' 'jojy' 'neilc' 'karya' 'vinodkone'
 'anandmazumdar' 'gilbert' 'avinash@mesosphere.io' 'greggomann' 'gyliu'
 'gradywang' 'arojas' 'tnachen' 'lins05' 'alexr']",18.0,6.0,3.0,21,0.15384615384615385,0.3076923076923077,59.0,2.8,0.35714285714285715,3.9523809523809526,mesos_Mesosphere Sprint 30
mesos,Mesosphere Sprint 31,68,90.0,536.0,2016-03-15 18:06:45.477000+00:00,2016-03-29 18:06:00+00:00,1739.0,13.0,0.16791044776119404,"['js84' 'neilc' 'gilbert' 'anandmazumdar' 'jojy' 'vinodkone' 'greggomann'
 'alexr' 'klueska' 'gradywang' 'chenzhiwei' 'avinash@mesosphere.io'
 'jieyu' 'yongtang' 'qianzhang' 'bbannier' 'kaysoky' 'hausdorff'
 'a10gupta' 'nfnt']","['klueska' 'karya' 'gilbert' 'anandmazumdar' 'greggomann' 'js84' 'arojas'
 'hausdorff' 'jojy' 'neilc' 'jieyu' 'kaysoky' 'avinash@mesosphere.io'
 'nfnt' 'qianzhang' 'darroyo' 'bbannier' 'vinodkone' 'gyliu' 'gradywang'
 'alexr']",21.0,3.0,4.0,20,0.1951219512195122,0.14634146341463414,60.0,2.4,0.4166666666666667,4.5,mesos_Mesosphere Sprint 31
mesos,Mesosphere Sprint 32,78,116.0,694.0,2016-03-30 00:40:05.180000+00:00,2016-04-13 00:40:00+00:00,1371.0,13.0,0.16714697406340057,"['janisz' 'avinash@mesosphere.io' 'klueska' 'nfnt' 'mcypark' 'neilc'
 'chenzhiwei' 'js84' 'gilbert' 'greggomann' 'kaysoky' 'jojy'
 'jvanremoortere' 'yongtang' 'bbannier' 'anandmazumdar' 'vinodkone'
 'lins05' 'alexr' 'gradywang' 'qianzhang' 'magedm' 'guoger']","['js84' 'neilc' 'gilbert' 'anandmazumdar' 'jojy' 'vinodkone' 'greggomann'
 'alexr' 'klueska' 'gradywang' 'chenzhiwei' 'avinash@mesosphere.io'
 'jieyu' 'yongtang' 'qianzhang' 'bbannier' 'kaysoky' 'hausdorff'
 'a10gupta' 'nfnt']",20.0,6.0,3.0,23,0.13953488372093023,0.27906976744186046,61.0,2.8,0.35714285714285715,5.043478260869565,mesos_Mesosphere Sprint 32
mesos,Mesosphere Sprint 33,70,17.0,166.0,2016-04-12 16:14:54.174000+00:00,2016-04-26 16:14:00+00:00,1292.0,13.0,0.10240963855421686,"['vinodkone' 'gilbert' 'karya' 'mcypark' 'jojy' 'anandmazumdar' 'gyliu'
 'klueska' 'kaysoky' 'js84' 'qianzhang' 'bbannier' 'zhitao' 'arojas'
 'gradywang' 'nfnt' 'avinash@mesosphere.io' 'alexr' 'jlarriba'
 'greggomann' 'dongdong' 'neilc' 'hausdorff' 'lins05' 'qiujian'
 'haosdent@gmail.com' 'guoger' 'tanderegg']","['janisz' 'avinash@mesosphere.io' 'klueska' 'nfnt' 'mcypark' 'neilc'
 'chenzhiwei' 'js84' 'gilbert' 'greggomann' 'kaysoky' 'jojy'
 'jvanremoortere' 'yongtang' 'bbannier' 'anandmazumdar' 'vinodkone'
 'lins05' 'alexr' 'gradywang' 'qianzhang' 'magedm' 'guoger']",23.0,10.0,5.0,28,0.19607843137254902,0.39215686274509803,62.0,4.0,0.25,0.6071428571428571,mesos_Mesosphere Sprint 33
mesos,Mesosphere Sprint 34,37,7.0,77.0,2016-04-27 16:13:39.528000+00:00,2016-05-11 16:13:00+00:00,987.0,13.0,0.09090909090909091,"['lins05' 'jieyu' 'kaysoky' 'jojy' 'nfnt' 'jvanremoortere' 'greggomann'
 'js84' 'gilbert' 'vinodkone' 'gyliu' 'karya' 'anandmazumdar' 'qianzhang'
 'bbannier' 'zhitao' 'arojas' 'jlarriba' 'alexr' 'neilc' 'guoger']","['vinodkone' 'gilbert' 'karya' 'mcypark' 'jojy' 'anandmazumdar' 'gyliu'
 'klueska' 'kaysoky' 'js84' 'qianzhang' 'bbannier' 'zhitao' 'arojas'
 'gradywang' 'nfnt' 'avinash@mesosphere.io' 'alexr' 'jlarriba'
 'greggomann' 'dongdong' 'neilc' 'hausdorff' 'lins05' 'qiujian'
 'haosdent@gmail.com' 'guoger' 'tanderegg']",28.0,2.0,9.0,21,0.3673469387755102,0.08163265306122448,63.0,3.2,0.3125,0.3333333333333333,mesos_Mesosphere Sprint 34
mule,ESB Sprint 1,3,21.0,2591.0,2013-02-20 17:02:24.206000+00:00,2013-03-05 17:02:24.206000+00:00,21.0,13.0,0.008104978772674644,['dfeist'],['alejandro.nosenzo' 'afelisatti'],2.0,1.0,2.0,1,1.3333333333333333,0.6666666666666666,1.0,4.0,0.25,21.0,mule_ESB Sprint 1
mule,ESB Sprint 2,8,32.0,44.0,2013-03-05 21:02:00+00:00,2013-03-19 20:02:00+00:00,40.0,13.0,0.7272727272727273,"['pablo.lagreca.ce' 'dfeist' nan 'ignacio.gleria' 'christopher.mordue'
 'natalia.garcia']",['pablo.kraan' 'alejandro.sequeira' 'andres.gregoire'],3.0,6.0,3.0,6,0.6666666666666666,1.3333333333333333,2.0,10.0,0.1,5.333333333333333,mule_ESB Sprint 2
mule,ESB Sprint 3,10,25.0,28.0,2013-03-20 15:30:40.323000+00:00,2013-04-02 15:30:40.323000+00:00,42.0,13.0,0.8928571428571429,"['mariano.achaval' 'pablo.lagreca.ce' 'svacas' 'janet.revell'
 'damian.bakarcic' 'christopher.mordue' 'ignacio.gleria']","['pablo.lagreca.ce' 'dfeist' nan 'ignacio.gleria' 'christopher.mordue'
 'natalia.garcia']",6.0,4.0,3.0,7,0.46153846153846156,0.6153846153846154,3.0,8.0,0.125,3.5714285714285716,mule_ESB Sprint 3
mule,ESB Sprint 4,1,5.0,5.0,2013-04-05 18:51:48.140000+00:00,2013-04-12 18:51:48.140000+00:00,5.0,7.0,1.0,['christopher.mordue'],"['mariano.achaval' 'pablo.lagreca.ce' 'svacas' 'janet.revell'
 'damian.bakarcic' 'christopher.mordue' 'ignacio.gleria']",7.0,0.0,6.0,1,1.5,0.0,4.0,7.0,0.14285714285714285,5.0,mule_ESB Sprint 4
mule,ESB Sprint 5,2,3.0,3.0,2013-04-23 17:40:54.772000+00:00,2013-05-07 17:40:54.772000+00:00,8.0,14.0,1.0,['christopher.mordue'],['christopher.mordue'],1.0,0.0,0.0,1,0.0,0.0,5.0,1.0,1.0,3.0,mule_ESB Sprint 5
mule,ESB Sprint 7,4,13.0,13.0,2013-05-22 21:15:45.928000+00:00,2013-06-04 21:15:45.928000+00:00,301.0,13.0,1.0,['pablo.lagreca.ce' 'pablo.kraan'],['pablo.lagreca.ce'],1.0,1.0,0.0,2,0.0,0.6666666666666666,6.0,2.0,0.5,6.5,mule_ESB Sprint 7
mule,ESB Sprint 11,4,13.0,14.0,2013-07-18 15:17:05.088000+00:00,2013-07-30 15:17:05.088000+00:00,309.0,12.0,0.9285714285714286,['pablo.lagreca.ce' 'pablo.kraan'],['pablo.lagreca.ce'],1.0,1.0,0.0,2,0.0,0.6666666666666666,7.0,2.0,0.5,6.5,mule_ESB Sprint 11
mule,ESB Sprint 12,4,299.0,1739.0,2013-08-14 19:43:12.548000+00:00,2013-08-28 19:43:12.548000+00:00,300.0,14.0,0.17193789534215065,['pablo.lagreca.ce' 'andres.gregoire' 'pablo.kraan'],['pablo.lagreca.ce' 'pablo.kraan'],2.0,1.0,0.0,3,0.0,0.4,8.0,2.0,0.5,99.66666666666667,mule_ESB Sprint 12
mule,ESB Sprint 13,3,7.0,7.0,2013-08-29 22:42:03.749000+00:00,2013-09-11 22:42:03.749000+00:00,295.0,13.0,1.0,['pablo.lagreca.ce' 'athieme' 'alejandro.sequeira'],['pablo.lagreca.ce' 'andres.gregoire' 'pablo.kraan'],3.0,2.0,2.0,3,0.6666666666666666,0.6666666666666666,9.0,5.0,0.2,2.3333333333333335,mule_ESB Sprint 13
mule,ESB Sprint 14,6,47.0,47.0,2013-09-12 15:42:12.475000+00:00,2013-09-24 15:42:12.475000+00:00,79.0,12.0,1.0,['pablo.kraan' 'alejandro.sequeira' 'andres.gregoire'],['pablo.lagreca.ce' 'athieme' 'alejandro.sequeira'],3.0,2.0,2.0,3,0.6666666666666666,0.6666666666666666,10.0,5.0,0.2,15.666666666666666,mule_ESB Sprint 14
mule,Cascade Iteration 1,1,12.0,12.0,2013-10-02 19:24:44.113000+00:00,2013-10-16 19:24:44.113000+00:00,12.0,14.0,1.0,['mariano.gonzalez'],['alejandro.sequeira'],1.0,1.0,1.0,1,1.0,1.0,11.0,3.0,0.3333333333333333,12.0,mule_Cascade Iteration 1
mule,Cascade Iteration 2,1,12.0,20.0,2013-10-15 18:45:00.171000+00:00,2013-10-28 18:45:00.171000+00:00,12.0,13.0,0.6,['mariano.gonzalez'],['mariano.gonzalez'],1.0,0.0,0.0,1,0.0,0.0,12.0,1.0,1.0,12.0,mule_Cascade Iteration 2
mule,ESB Cascade 3,8,53.0,97.0,2013-10-25 15:14:21.062000+00:00,2013-11-06 16:14:21.062000+00:00,113.0,12.0,0.5463917525773195,['andres.gregoire' 'alejandro.sequeira' 'pabad' 'pablo.lagreca.ce'],['pablo.kraan'],1.0,4.0,1.0,4,0.4,1.6,13.0,6.0,0.16666666666666666,13.25,mule_ESB Cascade 3
mule,Cascade Iteration 3,3,16.0,16.0,2013-10-28 19:03:50.157000+00:00,2013-11-11 20:03:50.157000+00:00,16.0,14.0,1.0,['mariano.gonzalez'],['mariano.gonzalez'],1.0,0.0,0.0,1,0.0,0.0,14.0,1.0,1.0,16.0,mule_Cascade Iteration 3
mule,ESB Cascade 4,2,8.0,328.0,2013-11-06 16:51:40.807000+00:00,2013-11-20 16:51:40.807000+00:00,40.0,14.0,0.024390243902439025,['pablo.lagreca.ce' 'andres.gregoire'],['andres.gregoire' 'alejandro.sequeira' 'pabad' 'pablo.lagreca.ce'],4.0,0.0,2.0,2,0.6666666666666666,0.0,15.0,3.0,0.3333333333333333,4.0,mule_ESB Cascade 4
mule,Cascade Iteration 4,5,3.0,6.0,2013-11-11 17:43:35.237000+00:00,2013-11-18 17:43:35.237000+00:00,18.0,7.0,0.5,['mariano.gonzalez'],['mariano.gonzalez'],1.0,0.0,0.0,1,0.0,0.0,16.0,1.0,1.0,3.0,mule_Cascade Iteration 4
