project,sprint.name,issues,velocity,work_capacity,sprint.startDate,sprint.endDate,storypoints,sprint_length,focus_factor,fields.assignee.name,old_devs,old_devs_abs,new_devs_abs,turnover_abs,current_devs_abs,turnover,new_devs,sprint.nbr,TSI,TSI_inv,individual_velocity,sprint.key,sigma_velocity,sigma_focusfactor,zone_velocity,zone_focusfactor
mesos,Mesosphere Sprint 11,29,56.0,4109.0,2015-05-26 17:54:14.250000+00:00,2015-06-08 16:00:00+00:00,11556.0,12.0,0.013628620102214651,"['marco-mesos' 'jvanremoortere' 'js84' 'nnielsen' 'Bartek Plotka'
 'mcypark' 'alexr' 'ijimenez' 'karya' nan 'adam-mesos' 'bernd-mesos']","['jvanremoortere' 'marco-mesos' 'js84' 'nnielsen' 'Bartek Plotka'
 'mcypark' 'alexr' 'ijimenez' 'karya' 'tnachen' nan 'adam-mesos'
 'bernd-mesos']",13.0,0.0,1.0,12,0.02,0.0,31.0,1.2,0.8333333333333334,4.666666666666667,mesos_Mesosphere Sprint 11,-0.3339865198209707,-0.5587528472779767,N,N
mesos,Twitter Q2 Sprint 3,23,655.0,855.0,2015-05-26 18:00:30.607000+00:00,2015-06-08 18:00:00+00:00,1654.0,12.0,0.7660818713450293,"['jieyu' 'idownes' 'vinodkone' 'chzhcn' 'pbrett' 'wangcong' 'wickman'
 'bmahler']","['vinodkone' 'wangcong' 'jieyu' 'chzhcn' 'pbrett' 'hartem' 'bmahler'
 'idownes']",8.0,1.0,1.0,8,0.03125,0.03125,32.0,1.4,0.7142857142857143,81.875,mesos_Twitter Q2 Sprint 3,2.8541933909492276,2.1698186946685647,N,N
mesos,Mesosphere Sprint 12,15,3.0,1475.0,2015-06-08 16:00:47.265000+00:00,2015-06-22 16:00:00+00:00,2473.0,13.0,0.0020338983050847462,"['karya' 'arojas' 'marco-mesos' 'jvanremoortere' 'haosdent@gmail.com'
 'nnielsen' 'bschang' 'tillt' 'ijimenez' 'anandmazumdar']","['marco-mesos' 'jvanremoortere' 'js84' 'nnielsen' 'Bartek Plotka'
 'mcypark' 'alexr' 'ijimenez' 'karya' nan 'adam-mesos' 'bernd-mesos']",12.0,5.0,7.0,10,0.1590909090909091,0.11363636363636365,33.0,3.4,0.29411764705882354,0.3,mesos_Mesosphere Sprint 12,-3.3882502269950163,-0.6007980213538168,D-,N
mesos,Twitter Mesos Q2 Sprint 5,28,20.0,38.0,2015-06-08 19:00:00+00:00,2015-06-22 18:00:00+00:00,1322.0,13.0,0.5263157894736842,"['bmahler' 'jieyu' 'pbrett' 'xujyan' nan 'gyliu' 'chzhcn' 'idownes'
 'vinodkone']",['pbrett' 'jieyu' 'bmahler' 'chzhcn' 'idownes' 'vinodkone'],6.0,3.0,0.0,9,0.0,0.1,34.0,1.6,0.625,2.2222222222222223,mesos_Twitter Mesos Q2 Sprint 5,-1.1596888846802582,1.3003707832699307,N,N
mesos,Mesosphere Sprint 13,23,60.0,1587.0,2015-06-22 17:00:56.519000+00:00,2015-07-06 16:00:00+00:00,3644.0,13.0,0.03780718336483932,"['haosdent@gmail.com' 'jvanremoortere' 'kaysoky' 'marco-mesos' 'jojy'
 'karya' 'hartem' 'ijimenez' 'adam-mesos' 'tillt']","['karya' 'arojas' 'marco-mesos' 'jvanremoortere' 'haosdent@gmail.com'
 'nnielsen' 'bschang' 'tillt' 'ijimenez' 'anandmazumdar']",10.0,4.0,4.0,10,0.1,0.1,35.0,2.6,0.3846153846153846,6.0,mesos_Mesosphere Sprint 13,-0.05429859303182433,-0.4710757197825671,N,N
mesos,Twitter Mesos Q2 Sprint 6,25,116.0,120.0,2015-06-22 18:27:42.208000+00:00,2015-07-06 18:00:00+00:00,1481.0,13.0,0.9666666666666668,"['vinodkone' 'pbrett' nan 'bmahler' 'jieyu' 'anandmazumdar' 'chzhcn'
 'idownes' 'wangcong']","['bmahler' 'jieyu' 'pbrett' 'xujyan' nan 'gyliu' 'chzhcn' 'idownes'
 'vinodkone']",9.0,2.0,2.0,9,0.05555555555555555,0.05555555555555555,36.0,1.8,0.5555555555555556,12.888888888888891,mesos_Twitter Mesos Q2 Sprint 6,0.7966318881190162,2.8971860937166904,N,N
mesos,Mesosphere Sprint 14,15,88.0,5592.0,2015-07-06 17:00:31.598000+00:00,2015-07-20 17:00:00+00:00,172.0,13.0,0.015736766809728183,"['karya' nan 'tnachen' 'jvanremoortere' 'mcypark' 'kaysoky' 'jojy'
 'hartem' 'chenlily' 'balamark']","['haosdent@gmail.com' 'jvanremoortere' 'kaysoky' 'marco-mesos' 'jojy'
 'karya' 'hartem' 'ijimenez' 'adam-mesos' 'tillt']",10.0,5.0,5.0,10,0.125,0.125,37.0,3.0,0.3333333333333333,8.8,mesos_Mesosphere Sprint 14,0.37193363622198083,-0.5511082140693769,N,N
mesos,Twitter Mesos Q3 Sprint 1,18,27.0,27.0,2015-07-06 18:52:38.980000+00:00,2015-07-20 18:00:00+00:00,1497.0,13.0,1.0,"['vinodkone' 'bmahler' 'pbrett' nan 'anandmazumdar' 'idownes' 'jieyu'
 'wangcong' 'neilc']","['vinodkone' 'pbrett' nan 'bmahler' 'jieyu' 'anandmazumdar' 'chzhcn'
 'idownes' 'wangcong']",9.0,1.0,1.0,9,0.027777777777777776,0.027777777777777776,38.0,1.4,0.7142857142857143,3.0,mesos_Twitter Mesos Q3 Sprint 1,-0.825702364859287,3.01806055944772,N,D+
mesos,Mesosphere Sprint 15,52,184.0,1625.0,2015-07-20 20:00:46.527000+00:00,2015-08-03 17:00:00+00:00,1435.0,13.0,0.11323076923076925,"['nfnt' 'js84' 'jojy' 'marco-mesos' 'mcypark' 'karya' 'jvanremoortere'
 'hausdorff' 'kaysoky' 'tnachen' 'alexr' 'nnielsen' 'hartem' 'arojas'
 'greggomann' 'ijimenez' 'anandmazumdar']","['karya' nan 'tnachen' 'jvanremoortere' 'mcypark' 'kaysoky' 'jojy'
 'hartem' 'chenlily' 'balamark']",10.0,10.0,3.0,17,0.05555555555555555,0.1851851851851852,39.0,3.6,0.2777777777777778,10.823529411764708,mesos_Mesosphere Sprint 15,0.6022714014141995,-0.19757215043068566,N,N
mesos,Twitter Mesos Q3 Sprint 2,18,48.0,48.0,2015-07-21 19:09:41.818000+00:00,2015-08-03 18:00:00+00:00,779.0,12.0,1.0,['vinodkone' 'jieyu' 'bmahler' 'gyliu' nan 'pbrett' 'idownes'],"['vinodkone' 'bmahler' 'pbrett' nan 'anandmazumdar' 'idownes' 'jieyu'
 'wangcong' 'neilc']",9.0,1.0,3.0,7,0.09375,0.03125,40.0,1.8,0.5555555555555556,6.857142857142858,mesos_Twitter Mesos Q3 Sprint 2,0.09430854671693555,3.01806055944772,N,D+
mesos,Twitter Mesos Q3 Sprint 3,21,23.0,352.0,2015-08-03 18:22:05.146000+00:00,2015-08-17 18:00:00+00:00,834.0,13.0,0.06534090909090909,['jieyu' 'vinodkone' 'bmahler' 'pbrett' 'xujyan' 'wangcong'],['vinodkone' 'jieyu' 'bmahler' 'gyliu' nan 'pbrett' 'idownes'],7.0,2.0,3.0,6,0.1153846153846154,0.07692307692307693,41.0,2.0,0.5,3.8333333333333335,mesos_Twitter Mesos Q3 Sprint 3,-0.5529054842119298,-0.3712319881808654,N,N
mesos,Mesosphere Sprint 16,56,70.0,113.0,2015-08-03 20:00:40.299000+00:00,2015-08-17 19:00:00+00:00,1870.0,13.0,0.6194690265486725,"['greggomann' 'marco-mesos' 'tnachen' 'qiujian' 'jojy' 'karya' nan
 'bernd-mesos' 'jvanremoortere' 'mcypark' 'js84' 'hartem' 'alexr'
 'kaysoky' 'nnielsen' 'arojas' 'ijimenez' 'anandmazumdar' 'neilc']","['nfnt' 'js84' 'jojy' 'marco-mesos' 'mcypark' 'karya' 'jvanremoortere'
 'hausdorff' 'kaysoky' 'tnachen' 'alexr' 'nnielsen' 'hartem' 'arojas'
 'greggomann' 'ijimenez' 'anandmazumdar']",17.0,4.0,2.0,19,0.027777777777777776,0.05555555555555555,42.0,2.2,0.4545454545454545,3.684210526315789,mesos_Mesosphere Sprint 16,-0.5970636845713541,1.638166216146585,N,N
mesos,Mesosphere Sprint 17,43,170.0,617.0,2015-08-17 19:00:48.853000+00:00,2015-08-31 19:00:00+00:00,1957.0,13.0,0.2755267423014587,"['jojy' 'bernd-mesos' 'hartem' 'alexr' 'greggomann' 'kaysoky'
 'marco-mesos' 'jvanremoortere' 'js84' 'tnachen' 'gyliu' 'arojas'
 'anandmazumdar' 'mcypark']","['greggomann' 'marco-mesos' 'tnachen' 'qiujian' 'jojy' 'karya' nan
 'bernd-mesos' 'jvanremoortere' 'mcypark' 'js84' 'hartem' 'alexr'
 'kaysoky' 'nnielsen' 'arojas' 'ijimenez' 'anandmazumdar' 'neilc']",19.0,1.0,6.0,14,0.09090909090909093,0.015151515151515154,43.0,2.4,0.4166666666666667,12.142857142857142,mesos_Mesosphere Sprint 17,0.7302757513990725,0.3909510206258288,N,N
mesos,Twitter Mesos Q3 Sprint 4,7,80.0,477.0,2015-08-31 19:01:27.669000+00:00,2015-09-14 18:00:00+00:00,497.0,13.0,0.16771488469601678,['wangcong' 'bmahler' nan 'pbrett' 'xujyan' 'vinodkone'],['jieyu' 'vinodkone' 'bmahler' 'pbrett' 'xujyan' 'wangcong'],6.0,1.0,1.0,6,0.04166666666666666,0.04166666666666666,44.0,1.4,0.7142857142857143,13.333333333333336,mesos_Twitter Mesos Q3 Sprint 4,0.8343609384085924,0.0,N,N
mesos,Mesosphere Sprint 18,36,51.0,51.0,2015-08-31 20:44:12.732000+00:00,2015-09-14 20:44:00+00:00,1821.0,13.0,1.0,"['ijimenez' 'kaysoky' 'jvanremoortere' 'hartem' 'alexr' 'anandmazumdar'
 'greggomann' 'jojy' 'js84' 'tnachen' 'arojas' 'mcypark']","['jojy' 'bernd-mesos' 'hartem' 'alexr' 'greggomann' 'kaysoky'
 'marco-mesos' 'jvanremoortere' 'js84' 'tnachen' 'gyliu' 'arojas'
 'anandmazumdar' 'mcypark']",14.0,1.0,3.0,12,0.0576923076923077,0.019230769230769232,45.0,1.8,0.5555555555555556,4.25,mesos_Mesosphere Sprint 18,-0.4380717068304908,3.01806055944772,N,D+
mesos,Twitter Mesos Q3 Sprint 5,16,97.0,1538.0,2015-09-14 18:53:24.999000+00:00,2015-09-28 18:00:00+00:00,423.0,13.0,0.06306892067620286,['pbrett' 'jieyu' 'xujyan' 'bmahler' 'vinodkone' 'wangcong'],['wangcong' 'bmahler' nan 'pbrett' 'xujyan' 'vinodkone'],6.0,1.0,1.0,6,0.04166666666666666,0.04166666666666666,46.0,1.4,0.7142857142857143,16.166666666666668,mesos_Twitter Mesos Q3 Sprint 5,1.0487994209861355,-0.37947074975410655,N,N
mesos,Mesosphere Sprint 19,36,257.0,257.0,2015-09-14 20:54:43.541000+00:00,2015-09-28 20:54:00+00:00,1658.0,13.0,1.0,"['anandmazumdar' 'jvanremoortere' 'hartem' 'jojy' 'kaysoky' 'ijimenez'
 'marco-mesos' 'tnachen' 'alexr' 'js84' 'greggomann' nan 'arojas']","['ijimenez' 'kaysoky' 'jvanremoortere' 'hartem' 'alexr' 'anandmazumdar'
 'greggomann' 'jojy' 'js84' 'tnachen' 'arojas' 'mcypark']",12.0,2.0,1.0,13,0.02,0.04,47.0,1.6,0.625,19.76923076923077,mesos_Mesosphere Sprint 19,1.2726874009678224,3.01806055944772,N,D+
mesos,Twitter Mesos Q3 Sprint 6,9,8.0,2334.0,2015-09-28 18:38:27.039000+00:00,2015-10-12 18:00:00+00:00,405.0,13.0,0.003427592116538132,['vinodkone' 'jieyu' 'chzhcn' 'wangcong' 'bmahler'],['pbrett' 'jieyu' 'xujyan' 'bmahler' 'vinodkone' 'wangcong'],6.0,1.0,2.0,5,0.09090909090909093,0.045454545454545456,48.0,1.6,0.625,1.6,mesos_Twitter Mesos Q3 Sprint 6,-1.5252811909465525,-0.5957441615082547,N,N
mesos,Mesosphere Sprint 20,31,92.0,92.0,2015-09-28 20:37:50.548000+00:00,2015-10-12 20:37:00+00:00,1397.0,13.0,1.0,"['karya' 'anandmazumdar' 'jojy' 'ijimenez' 'marco-mesos' 'jvanremoortere'
 'greggomann' 'hartem' 'tnachen' 'neilc' 'haosdent@gmail.com' 'js84'
 'gilbert' 'alexr' 'arojas']","['anandmazumdar' 'jvanremoortere' 'hartem' 'jojy' 'kaysoky' 'ijimenez'
 'marco-mesos' 'tnachen' 'alexr' 'js84' 'greggomann' nan 'arojas']",13.0,4.0,2.0,15,0.03571428571428571,0.07142857142857142,49.0,2.2,0.4545454545454545,6.133333333333334,mesos_Mesosphere Sprint 20,-0.029838259037807506,3.01806055944772,N,D+
mesos,Mesosphere Sprint 21,52,158.0,650.0,2015-10-12 20:46:09.814000+00:00,2015-10-26 19:00:00+00:00,1740.0,13.0,0.2430769230769231,"['alexr' 'kaysoky' 'tnachen' 'neilc' 'hartem' 'bbannier' 'jojy' 'gilbert'
 'bernd-mesos' nan 'nfnt' 'arojas' 'greggomann' 'mcypark' 'ijimenez'
 'jvanremoortere' 'anandmazumdar' 'js84' 'tillt' 'karya']","['karya' 'anandmazumdar' 'jojy' 'ijimenez' 'marco-mesos' 'jvanremoortere'
 'greggomann' 'hartem' 'tnachen' 'neilc' 'haosdent@gmail.com' 'js84'
 'gilbert' 'alexr' 'arojas']",15.0,7.0,2.0,20,0.028571428571428567,0.1,50.0,2.8,0.35714285714285715,7.9,mesos_Mesosphere Sprint 21,0.2518639676607592,0.27328038377080194,N,N
mesos,Mesosphere Sprint 22,43,49.0,1251.0,2015-11-09 21:00:42.544000+00:00,2015-11-23 21:00:00+00:00,1646.0,13.0,0.03916866506794564,"['alexr' 'js84' 'jojy' 'nfnt' 'kaysoky' 'hartem' 'bbannier' 'tillt'
 'gilbert' 'arojas' 'anandmazumdar' 'greggomann' nan 'haosdent@gmail.com']","['alexr' 'kaysoky' 'tnachen' 'neilc' 'hartem' 'bbannier' 'jojy' 'gilbert'
 'bernd-mesos' nan 'nfnt' 'arojas' 'greggomann' 'mcypark' 'ijimenez'
 'jvanremoortere' 'anandmazumdar' 'js84' 'tillt' 'karya']",20.0,1.0,7.0,14,0.10294117647058824,0.014705882352941175,51.0,2.6,0.3846153846153846,3.5,mesos_Mesosphere Sprint 22,-0.6541480122145088,-0.4661386685786006,N,N
mesos,Mesosphere Sprint 23,48,70.0,449.0,2015-11-23 22:08:22.867000+00:00,2015-12-07 22:08:00+00:00,1024.0,13.0,0.15590200445434302,"['arojas' 'gilbert' 'anandmazumdar' 'jojy' 'alexr' 'js84' 'nfnt'
 'greggomann' nan 'kaysoky' 'haosdent@gmail.com' 'neilc' 'bbannier'
 'tillt']","['alexr' 'js84' 'jojy' 'nfnt' 'kaysoky' 'hartem' 'bbannier' 'tillt'
 'gilbert' 'arojas' 'anandmazumdar' 'greggomann' nan 'haosdent@gmail.com']",14.0,1.0,1.0,14,0.017857142857142856,0.017857142857142856,52.0,1.4,0.7142857142857143,5.0,mesos_Mesosphere Sprint 23,-0.2572043258124085,-0.04283626763870855,N,N
mesos,Mesosphere Sprint 24,49,124.0,414.0,2015-12-07 21:28:10.710000+00:00,2015-12-21 21:28:00+00:00,980.0,13.0,0.2995169082125604,"[nan 'jojy' 'hausdorff' 'gilbert' 'klueska' 'greggomann' 'anandmazumdar'
 'gradywang' 'kaysoky' 'neilc' 'bmahler' 'nfnt' 'hartem' 'alexr' 'arojas'
 'jieyu' 'tillt' 'mchadha' 'wangcong' 'mcypark' 'vaibhavkhanduja'
 'haosdent@gmail.com' 'zhitao']","['arojas' 'gilbert' 'anandmazumdar' 'jojy' 'alexr' 'js84' 'nfnt'
 'greggomann' nan 'kaysoky' 'haosdent@gmail.com' 'neilc' 'bbannier'
 'tillt']",14.0,11.0,2.0,23,0.027027027027027032,0.14864864864864866,53.0,3.6,0.2777777777777778,5.391304347826088,mesos_Mesosphere Sprint 24,-0.17334790725720897,0.4779449752449241,N,N
mesos,Mesosphere Sprint 25,26,20.0,846.0,2015-12-21 22:33:10.791000+00:00,2016-01-04 22:33:00+00:00,732.0,13.0,0.023640661938534282,"[nan 'jieyu' 'tnachen' 'gilbert' 'hartem' 'anandmazumdar' 'alexr'
 'gradywang' 'kaysoky' 'jojy' 'jamespeach' 'js84' 'mcypark'
 'haosdent@gmail.com' 'neilc' 'zhitao']","[nan 'jojy' 'hausdorff' 'gilbert' 'klueska' 'greggomann' 'anandmazumdar'
 'gradywang' 'kaysoky' 'neilc' 'bmahler' 'nfnt' 'hartem' 'alexr' 'arojas'
 'jieyu' 'tillt' 'mchadha' 'wangcong' 'mcypark' 'vaibhavkhanduja'
 'haosdent@gmail.com' 'zhitao']",23.0,3.0,10.0,16,0.1282051282051282,0.038461538461538464,54.0,3.6,0.2777777777777778,1.25,mesos_Mesosphere Sprint 25,-1.8000118694673342,-0.5224468410427212,N,N
mesos,Mesosphere Sprint 26,57,169.0,678.0,2016-01-04 23:06:24.335000+00:00,2016-01-18 23:06:00+00:00,1118.0,13.0,0.24926253687315636,"['mcypark' 'hausdorff' 'gilbert' 'greggomann' 'neilc' 'js84' 'jojy'
 'anandmazumdar' 'bernd-mesos' 'kaysoky' 'jieyu' 'tnachen' 'bbannier'
 'hartem' 'avinash@mesosphere.io' 'gradywang' 'alexr' 'klaus1982' 'arojas'
 'klueska' 'haosdent@gmail.com' 'nfnt' 'zhitao']","[nan 'jieyu' 'tnachen' 'gilbert' 'hartem' 'anandmazumdar' 'alexr'
 'gradywang' 'kaysoky' 'jojy' 'jamespeach' 'js84' 'mcypark'
 'haosdent@gmail.com' 'neilc' 'zhitao']",16.0,9.0,2.0,23,0.02564102564102564,0.1153846153846154,55.0,3.2,0.3125,7.3478260869565215,mesos_Mesosphere Sprint 26,0.1712251408701137,0.2957108666559473,N,N
mesos,Mesosphere Sprint 27,93,180.0,3400.0,2016-01-21 07:55:27.007000+00:00,2016-02-04 07:55:00+00:00,1385.0,13.0,0.052941176470588235,"['mcypark' 'jojy' 'karya' 'neilc' 'avinash@mesosphere.io' 'jieyu'
 'kaysoky' 'vinodkone' 'tillt' 'jvanremoortere' 'gilbert' 'hausdorff'
 'anandmazumdar' 'alexr' 'gyliu' 'greggomann' 'anindya.sinha' 'nfnt'
 'bbannier' 'qianzhang' 'bernd-mesos' 'js84' 'tnachen' 'hartem'
 'gradywang' 'arojas' 'mchadha' nan 'klueska']","['mcypark' 'hausdorff' 'gilbert' 'greggomann' 'neilc' 'js84' 'jojy'
 'anandmazumdar' 'bernd-mesos' 'kaysoky' 'jieyu' 'tnachen' 'bbannier'
 'hartem' 'avinash@mesosphere.io' 'gradywang' 'alexr' 'klaus1982' 'arojas'
 'klueska' 'haosdent@gmail.com' 'nfnt' 'zhitao']",23.0,9.0,3.0,29,0.02884615384615385,0.08653846153846154,56.0,3.4,0.29411764705882354,6.206896551724138,mesos_Mesosphere Sprint 27,-0.016569542742248013,-0.4161963198515325,N,N
mesos,Mesosphere Sprint 28,70,116.0,373.0,2016-02-01 20:19:53.168000+00:00,2016-02-15 20:19:00+00:00,1530.0,13.0,0.3109919571045576,"['jvanremoortere' 'avinash@mesosphere.io' 'kaysoky' 'karya'
 'anandmazumdar' 'jojy' 'neilc' 'mcypark' 'greggomann' 'gilbert' 'alexr'
 'jieyu' 'anindya.sinha' 'nfnt' 'bbannier' 'qianzhang' 'tnachen' 'js84'
 'gradywang' 'vinodkone' 'arojas' 'mchadha' nan 'klueska']","['mcypark' 'jojy' 'karya' 'neilc' 'avinash@mesosphere.io' 'jieyu'
 'kaysoky' 'vinodkone' 'tillt' 'jvanremoortere' 'gilbert' 'hausdorff'
 'anandmazumdar' 'alexr' 'gyliu' 'greggomann' 'anindya.sinha' 'nfnt'
 'bbannier' 'qianzhang' 'bernd-mesos' 'js84' 'tnachen' 'hartem'
 'gradywang' 'arojas' 'mchadha' nan 'klueska']",29.0,0.0,5.0,24,0.04716981132075472,0.0,57.0,2.0,0.5,4.833333333333333,mesos_Mesosphere Sprint 28,-0.29493337610198483,0.5195561873666524,N,N
mesos,Mesosphere Sprint 29,54,126.0,1607.0,2016-02-16 23:11:50.751000+00:00,2016-03-01 23:11:00+00:00,1576.0,13.0,0.07840696950840075,"['bbannier' 'kaysoky' 'jieyu' 'mcypark' 'jojy' 'neilc' 'karya' 'vinodkone'
 'anandmazumdar' 'gilbert' 'avinash@mesosphere.io' 'greggomann' 'gyliu'
 'gradywang' 'arojas' 'tnachen' 'lins05' 'alexr']","['jvanremoortere' 'avinash@mesosphere.io' 'kaysoky' 'karya'
 'anandmazumdar' 'jojy' 'neilc' 'mcypark' 'greggomann' 'gilbert' 'alexr'
 'jieyu' 'anindya.sinha' 'nfnt' 'bbannier' 'qianzhang' 'tnachen' 'js84'
 'gradywang' 'vinodkone' 'arojas' 'mchadha' nan 'klueska']",24.0,2.0,8.0,18,0.09523809523809523,0.023809523809523808,58.0,3.0,0.3333333333333333,7.0,mesos_Mesosphere Sprint 29,0.11725575961295388,-0.3238513960156557,N,N
mesos,Mesosphere Sprint 30,60,83.0,1017.0,2016-03-01 17:40:49.400000+00:00,2016-03-15 17:40:00+00:00,1561.0,13.0,0.08161258603736479,"['klueska' 'karya' 'gilbert' 'anandmazumdar' 'greggomann' 'js84' 'arojas'
 'hausdorff' 'jojy' 'neilc' 'jieyu' 'kaysoky' 'avinash@mesosphere.io'
 'nfnt' 'qianzhang' 'darroyo' 'bbannier' 'vinodkone' 'gyliu' 'gradywang'
 'alexr']","['bbannier' 'kaysoky' 'jieyu' 'mcypark' 'jojy' 'neilc' 'karya' 'vinodkone'
 'anandmazumdar' 'gilbert' 'avinash@mesosphere.io' 'greggomann' 'gyliu'
 'gradywang' 'arojas' 'tnachen' 'lins05' 'alexr']",18.0,6.0,3.0,21,0.038461538461538464,0.07692307692307693,59.0,2.8,0.35714285714285715,3.952380952380953,mesos_Mesosphere Sprint 30,-0.5188691802258695,-0.31222708045734315,N,N
mesos,Mesosphere Sprint 31,68,90.0,536.0,2016-03-15 18:06:45.477000+00:00,2016-03-29 18:06:00+00:00,1739.0,13.0,0.16791044776119404,"['js84' 'neilc' 'gilbert' 'anandmazumdar' 'jojy' 'vinodkone' 'greggomann'
 'alexr' 'klueska' 'gradywang' 'chenzhiwei' 'avinash@mesosphere.io'
 'jieyu' 'yongtang' 'qianzhang' 'bbannier' 'kaysoky' 'hausdorff'
 'a10gupta' 'nfnt']","['klueska' 'karya' 'gilbert' 'anandmazumdar' 'greggomann' 'js84' 'arojas'
 'hausdorff' 'jojy' 'neilc' 'jieyu' 'kaysoky' 'avinash@mesosphere.io'
 'nfnt' 'qianzhang' 'darroyo' 'bbannier' 'vinodkone' 'gyliu' 'gradywang'
 'alexr']",21.0,3.0,4.0,20,0.04878048780487805,0.03658536585365853,60.0,2.4,0.4166666666666667,4.5,mesos_Mesosphere Sprint 31,-0.3744600854253622,0.0007091574306007225,N,N
mesos,Mesosphere Sprint 32,78,116.0,694.0,2016-03-30 00:40:05.180000+00:00,2016-04-13 00:40:00+00:00,1371.0,13.0,0.16714697406340054,"['janisz' 'avinash@mesosphere.io' 'klueska' 'nfnt' 'mcypark' 'neilc'
 'chenzhiwei' 'js84' 'gilbert' 'greggomann' 'kaysoky' 'jojy'
 'jvanremoortere' 'yongtang' 'bbannier' 'anandmazumdar' 'vinodkone'
 'lins05' 'alexr' 'gradywang' 'qianzhang' 'magedm' 'guoger']","['js84' 'neilc' 'gilbert' 'anandmazumdar' 'jojy' 'vinodkone' 'greggomann'
 'alexr' 'klueska' 'gradywang' 'chenzhiwei' 'avinash@mesosphere.io'
 'jieyu' 'yongtang' 'qianzhang' 'bbannier' 'kaysoky' 'hausdorff'
 'a10gupta' 'nfnt']",20.0,6.0,3.0,23,0.034883720930232565,0.06976744186046513,61.0,2.8,0.35714285714285715,5.043478260869565,mesos_Mesosphere Sprint 32,-0.24756876435580394,-0.002059376829013778,N,N
mesos,Mesosphere Sprint 33,70,17.0,166.0,2016-04-12 16:14:54.174000+00:00,2016-04-26 16:14:00+00:00,1292.0,13.0,0.10240963855421686,"['vinodkone' 'gilbert' 'karya' 'mcypark' 'jojy' 'anandmazumdar' 'gyliu'
 'klueska' 'kaysoky' 'js84' 'qianzhang' 'bbannier' 'zhitao' 'arojas'
 'gradywang' 'nfnt' 'avinash@mesosphere.io' 'alexr' 'jlarriba'
 'greggomann' 'dongdong' 'neilc' 'hausdorff' 'lins05' 'qiujian'
 'haosdent@gmail.com' 'guoger' 'tanderegg']","['janisz' 'avinash@mesosphere.io' 'klueska' 'nfnt' 'mcypark' 'neilc'
 'chenzhiwei' 'js84' 'gilbert' 'greggomann' 'kaysoky' 'jojy'
 'jvanremoortere' 'yongtang' 'bbannier' 'anandmazumdar' 'vinodkone'
 'lins05' 'alexr' 'gradywang' 'qianzhang' 'magedm' 'guoger']",23.0,10.0,5.0,28,0.04901960784313725,0.09803921568627452,62.0,4.0,0.25,0.6071428571428571,mesos_Mesosphere Sprint 33,-2.603675882564119,-0.23681210210470335,N,N
mesos,Mesosphere Sprint 34,37,7.0,77.0,2016-04-27 16:13:39.528000+00:00,2016-05-11 16:13:00+00:00,987.0,13.0,0.09090909090909093,"['lins05' 'jieyu' 'kaysoky' 'jojy' 'nfnt' 'jvanremoortere' 'greggomann'
 'js84' 'gilbert' 'vinodkone' 'gyliu' 'karya' 'anandmazumdar' 'qianzhang'
 'bbannier' 'zhitao' 'arojas' 'jlarriba' 'alexr' 'neilc' 'guoger']","['vinodkone' 'gilbert' 'karya' 'mcypark' 'jojy' 'anandmazumdar' 'gyliu'
 'klueska' 'kaysoky' 'js84' 'qianzhang' 'bbannier' 'zhitao' 'arojas'
 'gradywang' 'nfnt' 'avinash@mesosphere.io' 'alexr' 'jlarriba'
 'greggomann' 'dongdong' 'neilc' 'hausdorff' 'lins05' 'qiujian'
 'haosdent@gmail.com' 'guoger' 'tanderegg']",28.0,2.0,9.0,21,0.09183673469387756,0.020408163265306117,63.0,3.2,0.3125,0.3333333333333333,mesos_Mesosphere Sprint 34,-3.2709944673820623,-0.2785157786712688,D-,N
mule,ESB Sprint 1,3,21.0,2591.0,2013-02-20 17:02:24.206000+00:00,2013-03-05 17:02:24.206000+00:00,21.0,13.0,0.008104978772674644,['dfeist'],['alejandro.nosenzo' 'afelisatti'],2.0,1.0,2.0,1,0.3333333333333333,0.16666666666666666,1.0,4.0,0.25,21.0,mule_ESB Sprint 1,0.9727666372762979,-2.960848505153447,N,N
mule,ESB Sprint 2,8,32.0,44.0,2013-03-05 21:02:00+00:00,2013-03-19 20:02:00+00:00,40.0,13.0,0.7272727272727273,"['pablo.lagreca.ce' 'dfeist' nan 'ignacio.gleria' 'christopher.mordue'
 'natalia.garcia']",['pablo.kraan' 'alejandro.sequeira' 'andres.gregoire'],3.0,6.0,3.0,6,0.16666666666666666,0.3333333333333333,2.0,10.0,0.1,5.333333333333333,mule_ESB Sprint 2,-1.3515302762126156,0.0,N,N
mule,ESB Sprint 3,10,25.0,28.0,2013-03-20 15:30:40.323000+00:00,2013-04-02 15:30:40.323000+00:00,42.0,13.0,0.8928571428571429,"['mariano.achaval' 'pablo.lagreca.ce' 'svacas' 'janet.revell'
 'damian.bakarcic' 'christopher.mordue' 'ignacio.gleria']","['pablo.lagreca.ce' 'dfeist' nan 'ignacio.gleria' 'christopher.mordue'
 'natalia.garcia']",6.0,4.0,3.0,7,0.1153846153846154,0.15384615384615385,3.0,8.0,0.125,3.571428571428572,mule_ESB Sprint 3,-2.03160089311355,0.681719070943277,N,N
